#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA10	ABCA6	9606.ENSP00000269081	9606.ENSP00000284425	0	0	0.058	0.964	0.075	0.222	0	0.271	0.440
ABCA10	MAP2K6	9606.ENSP00000269081	9606.ENSP00000468348	0	0	0	0	0.044	0	0	0.642	0.643
ABCA5	MAP2K6	9606.ENSP00000376443	9606.ENSP00000468348	0	0	0	0	0.055	0	0	0.595	0.600
ABCA6	MAP2K6	9606.ENSP00000284425	9606.ENSP00000468348	0	0	0	0	0.042	0	0	0.594	0.594
ABCB4	ATP7B	9606.ENSP00000265723	9606.ENSP00000242839	0.053	0	0	0	0.051	0	0	0.399	0.412
ABCB4	KLB	9606.ENSP00000265723	9606.ENSP00000257408	0.042	0	0	0	0.062	0	0	0.391	0.404
ABCB4	SMARCD3	9606.ENSP00000265723	9606.ENSP00000262188	0	0	0	0	0.051	0	0.400	0.044	0.408
ABCB4	CREBBP	9606.ENSP00000265723	9606.ENSP00000262367	0	0	0	0	0.074	0	0.400	0.074	0.440
ABCB4	CHD9	9606.ENSP00000265723	9606.ENSP00000396345	0	0	0	0	0.049	0.060	0.400	0.057	0.426
ABCB4	ABCC2	9606.ENSP00000265723	9606.ENSP00000497274	0	0	0	0.581	0.238	0.076	0	0.628	0.715
ABCB4	PPARA	9606.ENSP00000265723	9606.ENSP00000385523	0	0	0	0	0.060	0	0.500	0.451	0.719
ABCC2	CRY1	9606.ENSP00000497274	9606.ENSP00000008527	0	0	0	0	0.052	0.189	0	0.769	0.807
ABCC2	CDH17	9606.ENSP00000497274	9606.ENSP00000027335	0	0	0	0	0.081	0.045	0	0.374	0.403
ABCC2	FMO2	9606.ENSP00000497274	9606.ENSP00000209929	0	0	0	0	0.110	0	0	0.392	0.436
ABCC2	ATP7B	9606.ENSP00000497274	9606.ENSP00000242839	0.053	0	0	0	0.069	0	0	0.473	0.495
ABCC2	TYMS	9606.ENSP00000497274	9606.ENSP00000315644	0.054	0	0	0	0.108	0	0	0.385	0.436
ABCC2	CYP2B6	9606.ENSP00000497274	9606.ENSP00000324648	0	0	0	0	0.093	0.050	0	0.600	0.625
ABCC2	ATP7A	9606.ENSP00000497274	9606.ENSP00000345728	0.053	0	0	0	0.069	0	0	0.588	0.605
ABCC2	TJP1	9606.ENSP00000497274	9606.ENSP00000348416	0	0	0	0	0	0	0	0.516	0.516
ABCC2	SLC28A3	9606.ENSP00000497274	9606.ENSP00000365413	0	0	0	0	0.087	0	0	0.432	0.460
ABCC2	HNF1A	9606.ENSP00000497274	9606.ENSP00000438804	0	0	0	0	0.219	0	0	0.302	0.432
ABCC2	SLC46A1	9606.ENSP00000497274	9606.ENSP00000480703	0	0	0	0	0.060	0	0	0.391	0.403
ABCC2	CES2	9606.ENSP00000497274	9606.ENSP00000499140	0	0	0	0	0.076	0	0	0.399	0.421
ABHD1	GABRA4	9606.ENSP00000326491	9606.ENSP00000264318	0	0	0	0	0.053	0	0	0.417	0.425
ABI2	PIK3R2	9606.ENSP00000295851	9606.ENSP00000222254	0	0	0	0	0	0.074	0.400	0.050	0.426
ABI2	WASL	9606.ENSP00000295851	9606.ENSP00000223023	0	0	0	0	0.042	0.492	0.400	0.848	0.949
ABI2	VASP	9606.ENSP00000295851	9606.ENSP00000245932	0	0	0	0	0	0.247	0	0.258	0.418
ABI2	RAC2	9606.ENSP00000295851	9606.ENSP00000249071	0	0	0	0	0	0.190	0.900	0.400	0.947
ABI2	PIK3R3	9606.ENSP00000295851	9606.ENSP00000262741	0	0	0	0	0.049	0.074	0.400	0.050	0.430
ABI2	KDR	9606.ENSP00000295851	9606.ENSP00000263923	0	0	0	0	0	0	0.500	0.072	0.516
ABI2	PIK3CA	9606.ENSP00000295851	9606.ENSP00000263967	0	0	0	0	0.085	0	0.400	0.069	0.444
ABI2	CBL	9606.ENSP00000295851	9606.ENSP00000264033	0	0	0	0	0.049	0	0	0.531	0.535
ABI2	PXN	9606.ENSP00000295851	9606.ENSP00000267257	0	0	0	0	0	0	0.500	0.127	0.544
ABI2	PCDH17	9606.ENSP00000295851	9606.ENSP00000367151	0	0	0	0	0.072	0.322	0	0.146	0.416
ABI2	KNL1	9606.ENSP00000295851	9606.ENSP00000335463	0	0	0	0	0.063	0	0	0.406	0.419
ABI2	SWAP70	9606.ENSP00000295851	9606.ENSP00000315630	0	0	0	0	0.043	0	0.400	0.073	0.421
ABI2	PIK3R1	9606.ENSP00000295851	9606.ENSP00000428056	0	0	0	0	0	0.074	0.400	0.050	0.426
ABI2	SYNJ2	9606.ENSP00000295851	9606.ENSP00000347792	0	0	0	0	0.049	0	0	0.423	0.427
ABI2	KMT2A	9606.ENSP00000295851	9606.ENSP00000436786	0	0	0	0	0.106	0	0	0.392	0.433
ABI2	PAK4	9606.ENSP00000295851	9606.ENSP00000469413	0	0	0	0	0.070	0	0.400	0.079	0.441
ABI2	ENAH	9606.ENSP00000295851	9606.ENSP00000355809	0	0	0	0	0.074	0.331	0	0.199	0.460
ABI2	FCGR3A	9606.ENSP00000295851	9606.ENSP00000356946	0	0	0	0	0	0	0.500	0	0.499
ABI2	CD3G	9606.ENSP00000295851	9606.ENSP00000431445	0	0	0	0	0	0	0.500	0	0.499
ABI2	HSP90AA1	9606.ENSP00000295851	9606.ENSP00000335153	0	0	0	0	0.049	0.052	0.500	0.077	0.528
ABI2	ACTG1	9606.ENSP00000295851	9606.ENSP00000458162	0	0	0	0	0.056	0.197	0.500	0.089	0.608
ABI2	ACTB	9606.ENSP00000295851	9606.ENSP00000494750	0	0	0	0	0	0.197	0.500	0.181	0.642
ABI2	NHSL1	9606.ENSP00000295851	9606.ENSP00000394546	0	0	0	0	0	0.687	0	0.192	0.736
ABI2	ABL2	9606.ENSP00000295851	9606.ENSP00000427562	0	0	0	0	0.048	0.580	0	0.471	0.770
ABI2	SRGAP3	9606.ENSP00000295851	9606.ENSP00000373347	0	0	0	0	0.108	0.086	0	0.753	0.782
ABI2	BAIAP2	9606.ENSP00000295851	9606.ENSP00000316338	0	0	0	0	0	0.674	0.400	0.860	0.970
ABI2	WASF3	9606.ENSP00000295851	9606.ENSP00000335055	0	0	0	0	0.082	0.781	0.540	0.960	0.995
ABL2	SEMA3F	9606.ENSP00000427562	9606.ENSP00000002829	0	0	0	0	0	0.054	0	0.559	0.564
ABL2	NFKB1	9606.ENSP00000427562	9606.ENSP00000226574	0	0	0	0	0.082	0.095	0	0.397	0.455
ABL2	PLCG1	9606.ENSP00000427562	9606.ENSP00000244007	0	0	0	0.548	0.067	0.322	0	0.447	0.619
ABL2	PIWIL1	9606.ENSP00000427562	9606.ENSP00000245255	0	0	0	0	0	0.047	0	0.431	0.434
ABL2	VASP	9606.ENSP00000427562	9606.ENSP00000245932	0	0	0	0	0.042	0.400	0	0.168	0.480
ABL2	RAC2	9606.ENSP00000427562	9606.ENSP00000249071	0	0	0	0	0.082	0.222	0.900	0.093	0.926
ABL2	PDGFRB	9606.ENSP00000427562	9606.ENSP00000261799	0	0	0	0.579	0.068	0.316	0	0.267	0.492
ABL2	CREBBP	9606.ENSP00000427562	9606.ENSP00000262367	0	0	0	0	0.299	0.047	0	0.193	0.414
ABL2	PIK3R3	9606.ENSP00000427562	9606.ENSP00000262741	0	0	0	0	0	0.452	0	0.178	0.530
ABL2	CBL	9606.ENSP00000427562	9606.ENSP00000264033	0	0	0	0	0.076	0.311	0	0.252	0.482
ABL2	STAT3	9606.ENSP00000427562	9606.ENSP00000264657	0	0	0	0	0.107	0.454	0	0.286	0.622
ABL2	ERBB3	9606.ENSP00000427562	9606.ENSP00000267101	0	0	0	0.579	0	0.400	0	0.113	0.445
ABL2	ERBB2	9606.ENSP00000427562	9606.ENSP00000269571	0	0	0.109	0.590	0	0.615	0	0.162	0.687
ABL2	EGFR	9606.ENSP00000427562	9606.ENSP00000275493	0	0	0.125	0.591	0.047	0.709	0	0.208	0.782
ABL2	SWAP70	9606.ENSP00000427562	9606.ENSP00000315630	0	0	0	0	0.060	0.066	0.400	0	0.427
ABL2	TRIO	9606.ENSP00000427562	9606.ENSP00000339299	0	0	0	0.549	0.168	0.214	0	0.164	0.405
ABL2	DOK7	9606.ENSP00000427562	9606.ENSP00000344432	0	0	0	0	0.058	0.128	0	0.546	0.594
ABL2	SORBS2	9606.ENSP00000427562	9606.ENSP00000347852	0	0	0	0	0.055	0.295	0	0.181	0.407
ABL2	ENAH	9606.ENSP00000427562	9606.ENSP00000355809	0	0	0	0	0.056	0.400	0	0.146	0.474
ABL2	MYH11	9606.ENSP00000427562	9606.ENSP00000379616	0	0	0	0	0	0.079	0	0.390	0.414
ABL2	SLIT2	9606.ENSP00000427562	9606.ENSP00000422591	0	0	0	0	0.047	0.180	0.500	0.191	0.641
ABL2	JAK1	9606.ENSP00000427562	9606.ENSP00000499900	0	0	0	0.572	0.062	0.292	0	0.176	0.405
ABL2	DYNC2H1	9606.ENSP00000427562	9606.ENSP00000497174	0	0	0	0	0.067	0.107	0	0.394	0.451
ABL2	PIK3R1	9606.ENSP00000427562	9606.ENSP00000428056	0	0	0	0.552	0	0.185	0	0.421	0.508
ABLIM1	RAC2	9606.ENSP00000277895	9606.ENSP00000249071	0	0	0	0	0.054	0	0.900	0.202	0.917
ABLIM1	FOSL2	9606.ENSP00000277895	9606.ENSP00000264716	0	0	0	0	0	0	0	0.429	0.429
ABLIM1	ACTB	9606.ENSP00000277895	9606.ENSP00000494750	0	0	0	0	0.058	0.329	0	0.145	0.412
ABLIM1	TTN	9606.ENSP00000277895	9606.ENSP00000467141	0	0	0	0	0.056	0.072	0	0.512	0.535
ABLIM1	TRIO	9606.ENSP00000277895	9606.ENSP00000339299	0	0	0	0	0.047	0	0.500	0.180	0.575
ABTB2	IFT46	9606.ENSP00000410157	9606.ENSP00000264020	0	0	0	0	0	0.410	0	0.090	0.440
ABTB2	CUL3	9606.ENSP00000410157	9606.ENSP00000264414	0	0	0	0	0	0.338	0	0.172	0.429
ABTB2	TTC30B	9606.ENSP00000410157	9606.ENSP00000386181	0	0	0	0	0	0.410	0	0.054	0.417
ACE	CD4	9606.ENSP00000290866	9606.ENSP00000011653	0	0	0	0	0.062	0	0	0.587	0.596
ACE	SIRT1	9606.ENSP00000290866	9606.ENSP00000212015	0	0	0	0	0	0	0	0.489	0.489
ACE	MIF	9606.ENSP00000290866	9606.ENSP00000215754	0	0	0	0	0	0	0	0.408	0.408
ACE	CTSG	9606.ENSP00000290866	9606.ENSP00000216336	0	0	0	0	0	0	0	0.472	0.472
ACE	TIMP1	9606.ENSP00000290866	9606.ENSP00000218388	0	0	0	0	0	0	0	0.462	0.462
ACE	PLAT	9606.ENSP00000290866	9606.ENSP00000220809	0	0	0	0	0	0	0	0.676	0.676
ACE	TGFB1	9606.ENSP00000290866	9606.ENSP00000221930	0	0	0	0	0.050	0	0	0.671	0.674
ACE	SERPINE1	9606.ENSP00000290866	9606.ENSP00000223095	0	0	0	0	0	0.046	0	0.708	0.710
ACE	MPO	9606.ENSP00000290866	9606.ENSP00000225275	0	0	0	0	0.069	0	0	0.549	0.562
ACE	CSF3	9606.ENSP00000290866	9606.ENSP00000225474	0	0	0	0	0.042	0	0	0.470	0.470
ACE	CCL2	9606.ENSP00000290866	9606.ENSP00000225831	0	0	0	0	0	0	0	0.625	0.625
ACE	NFKB1	9606.ENSP00000290866	9606.ENSP00000226574	0	0	0	0	0	0	0	0.476	0.476
ACE	IL2	9606.ENSP00000290866	9606.ENSP00000226730	0	0	0	0	0	0	0	0.505	0.505
ACE	NR3C1	9606.ENSP00000290866	9606.ENSP00000231509	0	0	0	0	0	0	0	0.631	0.631
ACE	APOA1	9606.ENSP00000290866	9606.ENSP00000236850	0	0	0	0	0.054	0	0	0.507	0.513
ACE	FGF23	9606.ENSP00000290866	9606.ENSP00000237837	0	0	0	0	0.048	0	0	0.507	0.510
ACE	C3	9606.ENSP00000290866	9606.ENSP00000245907	0	0	0	0	0.059	0	0	0.418	0.428
ACE	APOE	9606.ENSP00000290866	9606.ENSP00000252486	0	0	0	0	0.049	0	0	0.875	0.876
ACE	PXDN	9606.ENSP00000290866	9606.ENSP00000252804	0	0	0	0	0.067	0	0	0.527	0.540
ACE	SBF2	9606.ENSP00000290866	9606.ENSP00000256190	0	0	0	0	0	0	0	0.423	0.422
ACE	GDF11	9606.ENSP00000290866	9606.ENSP00000257868	0	0	0	0	0	0	0	0.815	0.815
ACE	MSTN	9606.ENSP00000290866	9606.ENSP00000260950	0	0	0	0	0	0	0	0.660	0.660
ACE	VWF	9606.ENSP00000290866	9606.ENSP00000261405	0	0	0	0	0.097	0	0	0.600	0.623
ACE	CYBA	9606.ENSP00000290866	9606.ENSP00000261623	0	0	0	0	0.055	0	0	0.502	0.510
ACE	PDGFRB	9606.ENSP00000290866	9606.ENSP00000261799	0	0	0	0	0.044	0	0	0.463	0.465
ACE	SMAD2	9606.ENSP00000290866	9606.ENSP00000262160	0	0	0	0	0	0	0	0.407	0.407
ACE	ITGA2B	9606.ENSP00000290866	9606.ENSP00000262407	0	0	0	0	0.044	0	0	0.419	0.420
ACE	IL1A	9606.ENSP00000290866	9606.ENSP00000263339	0	0	0	0	0	0	0	0.570	0.570
ACE	IL1B	9606.ENSP00000290866	9606.ENSP00000263341	0	0	0	0	0	0	0	0.692	0.692
ACE	KDR	9606.ENSP00000290866	9606.ENSP00000263923	0	0	0	0	0.060	0	0	0.512	0.521
ACE	FGF2	9606.ENSP00000290866	9606.ENSP00000264498	0	0	0	0	0	0	0	0.545	0.545
ACE	STAT3	9606.ENSP00000290866	9606.ENSP00000264657	0	0	0	0	0	0	0	0.400	0.400
ACE	KLKB1	9606.ENSP00000290866	9606.ENSP00000264690	0	0	0	0	0	0	0	0.529	0.529
ACE	PPARGC1A	9606.ENSP00000290866	9606.ENSP00000264867	0	0	0	0	0	0	0	0.404	0.404
ACE	TP53	9606.ENSP00000290866	9606.ENSP00000269305	0	0	0	0	0	0	0	0.426	0.426
ACE	ERBB2	9606.ENSP00000290866	9606.ENSP00000269571	0	0	0	0	0.044	0	0	0.400	0.401
ACE	KCNMB1	9606.ENSP00000290866	9606.ENSP00000274629	0	0	0	0	0.044	0	0	0.422	0.423
ACE	EGFR	9606.ENSP00000290866	9606.ENSP00000275493	0	0	0	0	0	0	0	0.419	0.419
ACE	SERPING1	9606.ENSP00000290866	9606.ENSP00000278407	0	0	0	0	0.062	0.046	0	0.624	0.634
ACE	IL18	9606.ENSP00000290866	9606.ENSP00000280357	0	0	0	0	0	0	0	0.476	0.476
ACE	PLEKHH2	9606.ENSP00000290866	9606.ENSP00000282406	0	0	0	0	0.044	0	0	0.404	0.405
ACE	NCF1	9606.ENSP00000290866	9606.ENSP00000289473	0	0	0	0	0.048	0	0	0.426	0.430
ACE	BCL2	9606.ENSP00000290866	9606.ENSP00000381185	0	0	0	0	0	0	0	0.403	0.403
ACE	TTN	9606.ENSP00000290866	9606.ENSP00000467141	0	0	0	0	0.055	0	0	0.396	0.404
ACE	CD36	9606.ENSP00000290866	9606.ENSP00000415743	0	0	0	0	0.106	0	0	0.366	0.408
ACE	CYP2B6	9606.ENSP00000290866	9606.ENSP00000324648	0	0	0	0	0.047	0	0	0.413	0.417
ACE	ADGRG6	9606.ENSP00000290866	9606.ENSP00000356581	0	0	0	0	0.067	0	0	0.425	0.440
ACE	FOS	9606.ENSP00000290866	9606.ENSP00000306245	0	0	0	0	0	0	0	0.450	0.450
ACE	THBD	9606.ENSP00000290866	9606.ENSP00000366307	0	0	0	0	0	0	0	0.453	0.453
ACE	CTSS	9606.ENSP00000290866	9606.ENSP00000357981	0	0	0	0	0	0	0	0.460	0.460
ACE	JUN	9606.ENSP00000290866	9606.ENSP00000360266	0	0	0	0	0	0	0	0.469	0.469
ACE	APBB2	9606.ENSP00000290866	9606.ENSP00000427211	0	0	0	0	0	0	0	0.486	0.485
ACE	HSP90AB1	9606.ENSP00000290866	9606.ENSP00000360609	0	0	0	0	0	0	0	0.504	0.504
ACE	CYBB	9606.ENSP00000290866	9606.ENSP00000367851	0	0	0	0	0	0	0	0.508	0.508
ACE	HSP90AA1	9606.ENSP00000290866	9606.ENSP00000335153	0	0	0	0	0	0	0	0.509	0.509
ACE	IGF1	9606.ENSP00000290866	9606.ENSP00000376637	0	0	0	0	0	0	0	0.511	0.511
ACE	GPT2	9606.ENSP00000290866	9606.ENSP00000345282	0	0	0	0	0	0	0	0.512	0.512
ACE	TLR4	9606.ENSP00000290866	9606.ENSP00000363089	0	0	0	0	0.042	0	0	0.528	0.528
ACE	PPARA	9606.ENSP00000290866	9606.ENSP00000385523	0	0	0	0	0.042	0	0	0.539	0.539
ACE	CXCL8	9606.ENSP00000290866	9606.ENSP00000306512	0	0	0	0	0	0	0	0.544	0.544
ACE	HSPA5	9606.ENSP00000290866	9606.ENSP00000324173	0	0	0	0	0	0	0	0.546	0.546
ACE	PDE5A	9606.ENSP00000290866	9606.ENSP00000347046	0	0	0	0	0	0	0	0.571	0.571
ACE	CD8A	9606.ENSP00000290866	9606.ENSP00000386559	0	0	0	0	0.042	0	0	0.571	0.571
ACE	PTGS2	9606.ENSP00000290866	9606.ENSP00000356438	0	0	0	0	0.054	0	0	0.571	0.576
ACE	ACVR2B	9606.ENSP00000290866	9606.ENSP00000340361	0	0	0	0	0	0	0	0.580	0.580
ACE	SERPINA1	9606.ENSP00000290866	9606.ENSP00000416066	0	0	0	0	0.042	0.046	0	0.603	0.606
ACE	LEP	9606.ENSP00000290866	9606.ENSP00000312652	0	0	0	0	0.047	0	0	0.609	0.611
ACE	MGAM	9606.ENSP00000290866	9606.ENSP00000447378	0	0	0	0	0.064	0	0	0.667	0.675
ACE	TNF	9606.ENSP00000290866	9606.ENSP00000398698	0	0	0	0	0.044	0	0	0.720	0.720
ACE	MMP9	9606.ENSP00000290866	9606.ENSP00000361405	0	0	0	0	0.061	0	0	0.727	0.733
ACE	ACTB	9606.ENSP00000290866	9606.ENSP00000494750	0	0	0	0	0	0.292	0	0.683	0.765
ACE	MME	9606.ENSP00000290866	9606.ENSP00000418525	0	0	0	0	0	0	0	0.882	0.882
ACKR2	CX3CL1	9606.ENSP00000416996	9606.ENSP00000006053	0	0	0	0	0.049	0	0	0.436	0.441
ACKR2	CD4	9606.ENSP00000416996	9606.ENSP00000011653	0	0	0	0	0	0.091	0	0.720	0.734
ACKR2	LAG3	9606.ENSP00000416996	9606.ENSP00000203629	0	0	0	0	0	0.091	0	0.397	0.428
ACKR2	MADCAM1	9606.ENSP00000416996	9606.ENSP00000215637	0	0	0	0	0.044	0	0	0.996	0.996
ACKR2	IL2RB	9606.ENSP00000416996	9606.ENSP00000216223	0	0	0	0	0	0	0	0.400	0.400
ACKR2	GZMB	9606.ENSP00000416996	9606.ENSP00000216341	0	0	0	0	0	0.052	0	0.476	0.482
ACKR2	CCL17	9606.ENSP00000416996	9606.ENSP00000219244	0	0	0	0	0.042	0	0.500	0.981	0.990
ACKR2	TGFB1	9606.ENSP00000416996	9606.ENSP00000221930	0	0	0	0	0	0.069	0	0.564	0.576
ACKR2	CCL2	9606.ENSP00000416996	9606.ENSP00000225831	0	0	0	0	0	0	0.500	0.972	0.985
ACKR2	IL2	9606.ENSP00000416996	9606.ENSP00000226730	0	0	0	0	0	0	0	0.567	0.567
ACKR2	KLRB1	9606.ENSP00000416996	9606.ENSP00000229402	0	0	0	0	0.042	0	0	0.479	0.479
ACKR2	CCR7	9606.ENSP00000416996	9606.ENSP00000246657	0	0	0	0.795	0.042	0	0	0.833	0.833
ACKR2	CCL21	9606.ENSP00000416996	9606.ENSP00000259607	0	0	0	0	0	0	0	0.992	0.992
ACKR2	CCL27	9606.ENSP00000416996	9606.ENSP00000259631	0	0	0	0	0	0	0	0.998	0.998
ACKR2	IL1B	9606.ENSP00000416996	9606.ENSP00000263341	0	0	0	0	0	0	0	0.481	0.481
ACKR2	IL7	9606.ENSP00000416996	9606.ENSP00000263851	0	0	0	0	0	0	0	0.476	0.476
ACKR2	KLRG1	9606.ENSP00000416996	9606.ENSP00000266551	0	0	0	0	0	0	0	0.435	0.435
ACKR2	IL18	9606.ENSP00000416996	9606.ENSP00000280357	0	0	0	0	0	0	0	0.408	0.408
ACKR2	CXCR1	9606.ENSP00000416996	9606.ENSP00000295683	0	0	0	0.824	0	0	0	0.477	0.477
ACKR2	IL7R	9606.ENSP00000416996	9606.ENSP00000306157	0	0	0	0	0	0	0	0.580	0.580
ACKR2	CXCL8	9606.ENSP00000416996	9606.ENSP00000306512	0	0	0	0	0	0	0	0.675	0.675
ACKR2	CD19	9606.ENSP00000416996	9606.ENSP00000313419	0	0	0	0	0.042	0	0	0.529	0.530
ACKR2	CXCR2	9606.ENSP00000416996	9606.ENSP00000319635	0	0	0	0.837	0	0	0	0.451	0.451
ACKR2	C5AR1	9606.ENSP00000416996	9606.ENSP00000347197	0	0	0	0.670	0	0	0	0.402	0.402
ACKR2	CX3CR1	9606.ENSP00000416996	9606.ENSP00000351059	0	0	0	0.820	0	0	0	0.438	0.438
ACKR2	FCGR3A	9606.ENSP00000416996	9606.ENSP00000356946	0	0	0	0	0	0	0	0.446	0.446
ACKR2	IL2RA	9606.ENSP00000416996	9606.ENSP00000369293	0	0	0.273	0	0	0	0	0.388	0.536
ACKR2	CXCL1	9606.ENSP00000416996	9606.ENSP00000379110	0	0	0	0	0	0	0	0.454	0.454
ACKR2	CD8A	9606.ENSP00000416996	9606.ENSP00000386559	0	0	0	0	0	0	0	0.817	0.817
ACKR2	CXCR4	9606.ENSP00000416996	9606.ENSP00000386884	0	0	0	0.817	0	0	0	0.643	0.643
ACKR2	PRF1	9606.ENSP00000416996	9606.ENSP00000398568	0	0	0	0	0	0	0	0.418	0.418
ACKR2	CD44	9606.ENSP00000416996	9606.ENSP00000398632	0	0	0	0	0	0	0	0.479	0.479
